"global_step","MountainCarContinuous-v0_mpc_s4_1754939755 - _step","MountainCarContinuous-v0_mpc_s4_1754939755 - _step__MIN","MountainCarContinuous-v0_mpc_s4_1754939755 - _step__MAX","MountainCarContinuous-v0_mpc_s4_1754939755 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s4_1754939755 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s4_1754939755 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s9_1754939128 - _step","MountainCarContinuous-v0_mpc_s9_1754939128 - _step__MIN","MountainCarContinuous-v0_mpc_s9_1754939128 - _step__MAX","MountainCarContinuous-v0_mpc_s9_1754939128 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s9_1754939128 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s9_1754939128 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s8_1754938677 - _step","MountainCarContinuous-v0_mpc_s8_1754938677 - _step__MIN","MountainCarContinuous-v0_mpc_s8_1754938677 - _step__MAX","MountainCarContinuous-v0_mpc_s8_1754938677 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s8_1754938677 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s8_1754938677 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s7_1754938137 - _step","MountainCarContinuous-v0_mpc_s7_1754938137 - _step__MIN","MountainCarContinuous-v0_mpc_s7_1754938137 - _step__MAX","MountainCarContinuous-v0_mpc_s7_1754938137 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s7_1754938137 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s7_1754938137 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s6_1754937590 - _step","MountainCarContinuous-v0_mpc_s6_1754937590 - _step__MIN","MountainCarContinuous-v0_mpc_s6_1754937590 - _step__MAX","MountainCarContinuous-v0_mpc_s6_1754937590 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s6_1754937590 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s6_1754937590 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s5_1754937070 - _step","MountainCarContinuous-v0_mpc_s5_1754937070 - _step__MIN","MountainCarContinuous-v0_mpc_s5_1754937070 - _step__MAX","MountainCarContinuous-v0_mpc_s5_1754937070 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s5_1754937070 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s5_1754937070 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s3_1754933676 - _step","MountainCarContinuous-v0_mpc_s3_1754933676 - _step__MIN","MountainCarContinuous-v0_mpc_s3_1754933676 - _step__MAX","MountainCarContinuous-v0_mpc_s3_1754933676 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s3_1754933676 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s3_1754933676 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s2_1754933238 - _step","MountainCarContinuous-v0_mpc_s2_1754933238 - _step__MIN","MountainCarContinuous-v0_mpc_s2_1754933238 - _step__MAX","MountainCarContinuous-v0_mpc_s2_1754933238 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s2_1754933238 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s2_1754933238 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s1_1754932711 - _step","MountainCarContinuous-v0_mpc_s1_1754932711 - _step__MIN","MountainCarContinuous-v0_mpc_s1_1754932711 - _step__MAX","MountainCarContinuous-v0_mpc_s1_1754932711 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s1_1754932711 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s1_1754932711 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s0_1754932117 - _step","MountainCarContinuous-v0_mpc_s0_1754932117 - _step__MIN","MountainCarContinuous-v0_mpc_s0_1754932117 - _step__MAX","MountainCarContinuous-v0_mpc_s0_1754932117 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s0_1754932117 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s0_1754932117 - model/one_step_MSE__MAX"
"11550","1895","1895","1895","0.00005765706","0.00005765706","0.00005765706","1895","1895","1895","0.00007270153","0.00007270153","0.00007270153","1895","1895","1895","0.00008279363","0.00008279363","0.00008279363","1895","1895","1895","0.000030016605","0.000030016605","0.000030016605","1895","1895","1895","0.000041028117","0.000041028117","0.000041028117","1895","1895","1895","0.00004480262","0.00004480262","0.00004480262","1895","1895","1895","0.00016093646","0.00016093646","0.00016093646","1895","1895","1895","0.000033826946","0.000033826946","0.000033826946","1895","1895","1895","0.00004395913","0.00004395913","0.00004395913","1895","1895","1895","0.00008457297","0.00008457297","0.00008457297"
"11600","1904","1904","1904","0.000056815694","0.000056815694","0.000056815694","1904","1904","1904","0.000074491094","0.000074491094","0.000074491094","1904","1904","1904","0.000051011797","0.000051011797","0.000051011797","1904","1904","1904","0.000038530918","0.000038530918","0.000038530918","1904","1904","1904","0.000054303833","0.000054303833","0.000054303833","1904","1904","1904","0.000859194","0.000859194","0.000859194","1904","1904","1904","0.00004100138","0.00004100138","0.00004100138","1904","1904","1904","0.00006105064","0.00006105064","0.00006105064","1904","1904","1904","0.000045945442","0.000045945442","0.000045945442","1904","1904","1904","0.000096691314","0.000096691314","0.000096691314"
"11650","1914","1914","1914","0.00004009677","0.00004009677","0.00004009677","1914","1914","1914","0.0000662651","0.0000662651","0.0000662651","1914","1914","1914","0.000028487932","0.000028487932","0.000028487932","1914","1914","1914","0.00003917339","0.00003917339","0.00003917339","1914","1914","1914","0.00004791142","0.00004791142","0.00004791142","1914","1914","1914","0.000054999626","0.000054999626","0.000054999626","1914","1914","1914","0.00007174037","0.00007174037","0.00007174037","1914","1914","1914","0.000051678602","0.000051678602","0.000051678602","1914","1914","1914","0.0000454916","0.0000454916","0.0000454916","1914","1914","1914","0.00009621618","0.00009621618","0.00009621618"
"11700","1923","1923","1923","0.000048784765","0.000048784765","0.000048784765","1923","1923","1923","0.00007854617","0.00007854617","0.00007854617","1923","1923","1923","0.00006501645","0.00006501645","0.00006501645","1923","1923","1923","0.00006386785","0.00006386785","0.00006386785","1923","1923","1923","0.00005351175","0.00005351175","0.00005351175","1923","1923","1923","0.00009329998","0.00009329998","0.00009329998","1923","1923","1923","0.00006288114","0.00006288114","0.00006288114","1923","1923","1923","0.00006705639","0.00006705639","0.00006705639","1923","1923","1923","0.000044911027","0.000044911027","0.000044911027","1923","1923","1923","0.00088616327","0.00088616327","0.00088616327"
"11750","1932","1932","1932","0.000053900556","0.000053900556","0.000053900556","1932","1932","1932","0.00007347897","0.00007347897","0.00007347897","1932","1932","1932","0.000033474826","0.000033474826","0.000033474826","1932","1932","1932","0.00006601715","0.00006601715","0.00006601715","1932","1932","1932","0.000056332512","0.000056332512","0.000056332512","1932","1932","1932","0.0005071221","0.0005071221","0.0005071221","1932","1932","1932","0.00003411561","0.00003411561","0.00003411561","1932","1932","1932","0.00087562326","0.00087562326","0.00087562326","1932","1932","1932","0.00004593123","0.00004593123","0.00004593123","1932","1932","1932","0.00008497872","0.00008497872","0.00008497872"
"11800","1941","1941","1941","0.00032956272","0.00032956272","0.00032956272","1941","1941","1941","0.00016926817","0.00016926817","0.00016926817","1941","1941","1941","0.00005513492","0.00005513492","0.00005513492","1941","1941","1941","0.00009131926","0.00009131926","0.00009131926","1941","1941","1941","0.00005743745","0.00005743745","0.00005743745","1941","1941","1941","0.0002783082","0.0002783082","0.0002783082","1941","1941","1941","0.000039187296","0.000039187296","0.000039187296","1941","1941","1941","0.00006343882","0.00006343882","0.00006343882","1941","1941","1941","0.000051659776","0.000051659776","0.000051659776","1941","1941","1941","0.00007034476","0.00007034476","0.00007034476"
"11850","1951","1951","1951","0.00012779186","0.00012779186","0.00012779186","1951","1951","1951","0.00007522278","0.00007522278","0.00007522278","1952","1952","1952","0.000033302764","0.000033302764","0.000033302764","1951","1951","1951","0.000032554835","0.000032554835","0.000032554835","1951","1951","1951","0.000053947668","0.000053947668","0.000053947668","1951","1951","1951","0.000043895052","0.000043895052","0.000043895052","1951","1951","1951","0.000027287799","0.000027287799","0.000027287799","1951","1951","1951","0.000041880907","0.000041880907","0.000041880907","1951","1951","1951","0.000053870444","0.000053870444","0.000053870444","1951","1951","1951","0.00006625854","0.00006625854","0.00006625854"
"11900","1960","1960","1960","0.000048568254","0.000048568254","0.000048568254","1960","1960","1960","0.000059713268","0.000059713268","0.000059713268","1961","1961","1961","0.0000986443","0.0000986443","0.0000986443","1960","1960","1960","0.000043017062","0.000043017062","0.000043017062","1960","1960","1960","0.00004677821","0.00004677821","0.00004677821","1960","1960","1960","0.000053311385","0.000053311385","0.000053311385","1960","1960","1960","0.0010526194","0.0010526194","0.0010526194","1960","1960","1960","0.0009736121","0.0009736121","0.0009736121","1960","1960","1960","0.00004576014","0.00004576014","0.00004576014","1960","1960","1960","0.00010303022","0.00010303022","0.00010303022"
"11950","1969","1969","1969","0.00007105226","0.00007105226","0.00007105226","1969","1969","1969","0.00019195527","0.00019195527","0.00019195527","1970","1970","1970","0.0001460934","0.0001460934","0.0001460934","1969","1969","1969","0.000049341004","0.000049341004","0.000049341004","1969","1969","1969","0.000057423396","0.000057423396","0.000057423396","1969","1969","1969","0.00005863273","0.00005863273","0.00005863273","1969","1969","1969","0.000043769716","0.000043769716","0.000043769716","1969","1969","1969","0.00005260436","0.00005260436","0.00005260436","1969","1969","1969","0.0000486963","0.0000486963","0.0000486963","1969","1969","1969","0.000101355996","0.000101355996","0.000101355996"
"12000","1978","1978","1978","0.00005770833","0.00005770833","0.00005770833","1978","1978","1978","0.00007717387","0.00007717387","0.00007717387","1979","1979","1979","0.00012054817","0.00012054817","0.00012054817","1978","1978","1978","0.00008077687","0.00008077687","0.00008077687","1978","1978","1978","0.0000483549","0.0000483549","0.0000483549","1978","1978","1978","0.00024959247","0.00024959247","0.00024959247","1978","1978","1978","0.00003065035","0.00003065035","0.00003065035","1978","1978","1978","0.0008953298","0.0008953298","0.0008953298","1978","1978","1978","0.0001119094","0.0001119094","0.0001119094","1978","1978","1978","0.00009162311","0.00009162311","0.00009162311"
"12050","1996","1996","1996","0.000059480888","0.000059480888","0.000059480888","1996","1996","1996","0.00006565506","0.00006565506","0.00006565506","1996","1996","1996","0.000036041038","0.000036041038","0.000036041038","1996","1996","1996","0.00008941561","0.00008941561","0.00008941561","1996","1996","1996","0.000049373564","0.000049373564","0.000049373564","1996","1996","1996","0.0005644409","0.0005644409","0.0005644409","1996","1996","1996","0.000029805225","0.000029805225","0.000029805225","1996","1996","1996","0.0010073913","0.0010073913","0.0010073913","1996","1996","1996","0.000051534924","0.000051534924","0.000051534924","1996","1996","1996","0.0002090758","0.0002090758","0.0002090758"
"12100","2005","2005","2005","0.000060846804","0.000060846804","0.000060846804","2005","2005","2005","0.00006129226","0.00006129226","0.00006129226","2005","2005","2005","0.0000536194","0.0000536194","0.0000536194","2005","2005","2005","0.000034656667","0.000034656667","0.000034656667","2005","2005","2005","0.000048469883","0.000048469883","0.000048469883","2005","2005","2005","0.0006865004","0.0006865004","0.0006865004","2005","2005","2005","0.0010475965","0.0010475965","0.0010475965","2005","2005","2005","0.0011145949","0.0011145949","0.0011145949","2005","2005","2005","0.000040443923","0.000040443923","0.000040443923","2005","2005","2005","0.00016666418","0.00016666418","0.00016666418"
"12150","2014","2014","2014","0.00006337973","0.00006337973","0.00006337973","2014","2014","2014","0.000076123935","0.000076123935","0.000076123935","2014","2014","2014","0.000030442476","0.000030442476","0.000030442476","2014","2014","2014","0.000040760762","0.000040760762","0.000040760762","2014","2014","2014","0.00004780502","0.00004780502","0.00004780502","2014","2014","2014","0.000107033266","0.000107033266","0.000107033266","2014","2014","2014","0.000034858793","0.000034858793","0.000034858793","2014","2014","2014","0.00022543018","0.00022543018","0.00022543018","2014","2014","2014","0.000045369947","0.000045369947","0.000045369947","2014","2014","2014","0.0008863512","0.0008863512","0.0008863512"
"12200","2023","2023","2023","0.00006423503","0.00006423503","0.00006423503","2023","2023","2023","0.00006620885","0.00006620885","0.00006620885","2023","2023","2023","0.000056571145","0.000056571145","0.000056571145","2023","2023","2023","0.000042770313","0.000042770313","0.000042770313","2023","2023","2023","0.000050671217","0.000050671217","0.000050671217","2023","2023","2023","0.000070613445","0.000070613445","0.000070613445","2023","2023","2023","0.00003393589","0.00003393589","0.00003393589","2023","2023","2023","0.0005074201","0.0005074201","0.0005074201","2023","2023","2023","0.000042017276","0.000042017276","0.000042017276","2023","2023","2023","0.00075704674","0.00075704674","0.00075704674"
"12250","2033","2033","2033","0.00034926715","0.00034926715","0.00034926715","2033","2033","2033","0.000078978715","0.000078978715","0.000078978715","2033","2033","2033","0.000033211603","0.000033211603","0.000033211603","2033","2033","2033","0.000047824968","0.000047824968","0.000047824968","2033","2033","2033","0.000061136125","0.000061136125","0.000061136125","2033","2033","2033","0.00005118536","0.00005118536","0.00005118536","2033","2033","2033","0.00015821442","0.00015821442","0.00015821442","2033","2033","2033","0.000059131584","0.000059131584","0.000059131584","2033","2033","2033","0.000057133104","0.000057133104","0.000057133104","2033","2033","2033","0.00004707381","0.00004707381","0.00004707381"
"12300","2042","2042","2042","0.000078658486","0.000078658486","0.000078658486","2042","2042","2042","0.00008458429","0.00008458429","0.00008458429","2042","2042","2042","0.00007576902","0.00007576902","0.00007576902","2042","2042","2042","0.00003330099","0.00003330099","0.00003330099","2042","2042","2042","0.00020573841","0.00020573841","0.00020573841","2042","2042","2042","0.0008665925","0.0008665925","0.0008665925","2042","2042","2042","0.000025713363","0.000025713363","0.000025713363","2042","2042","2042","0.000058443424","0.000058443424","0.000058443424","2042","2042","2042","0.00004465979","0.00004465979","0.00004465979","2042","2042","2042","0.000788324","0.000788324","0.000788324"
"12350","2051","2051","2051","0.000059299557","0.000059299557","0.000059299557","2051","2051","2051","0.00005870122","0.00005870122","0.00005870122","2051","2051","2051","0.0010193045","0.0010193045","0.0010193045","2051","2051","2051","0.00011749691","0.00011749691","0.00011749691","2051","2051","2051","0.000046102363","0.000046102363","0.000046102363","2051","2051","2051","0.000034787314","0.000034787314","0.000034787314","2051","2051","2051","0.00006477096","0.00006477096","0.00006477096","2051","2051","2051","0.000047624526","0.000047624526","0.000047624526","2051","2051","2051","0.000030233778","0.000030233778","0.000030233778","2051","2051","2051","0.000399808","0.000399808","0.000399808"
"12400","2060","2060","2060","0.00009491156","0.00009491156","0.00009491156","2060","2060","2060","0.00015639048","0.00015639048","0.00015639048","2060","2060","2060","0.00009932979","0.00009932979","0.00009932979","2060","2060","2060","0.000025985084","0.000025985084","0.000025985084","2060","2060","2060","0.000068985566","0.000068985566","0.000068985566","2060","2060","2060","0.00004715284","0.00004715284","0.00004715284","2060","2060","2060","0.001013072","0.001013072","0.001013072","2060","2060","2060","0.00006846068","0.00006846068","0.00006846068","2060","2060","2060","0.000042623295","0.000042623295","0.000042623295","2060","2060","2060","0.000051581672","0.000051581672","0.000051581672"
"12450","2070","2070","2070","0.000067604575","0.000067604575","0.000067604575","2070","2070","2070","0.000077385674","0.000077385674","0.000077385674","2070","2070","2070","0.000037375314","0.000037375314","0.000037375314","2070","2070","2070","0.000042470303","0.000042470303","0.000042470303","2070","2070","2070","0.000055163873","0.000055163873","0.000055163873","2070","2070","2070","0.000049860893","0.000049860893","0.000049860893","2070","2070","2070","0.000051659135","0.000051659135","0.000051659135","2070","2070","2070","0.0009170286","0.0009170286","0.0009170286","2070","2070","2070","0.000052505904","0.000052505904","0.000052505904","2070","2070","2070","0.00039898598","0.00039898598","0.00039898598"
"12500","2079","2079","2079","0.000057166646","0.000057166646","0.000057166646","2079","2079","2079","0.000061714105","0.000061714105","0.000061714105","2079","2079","2079","0.000049942293","0.000049942293","0.000049942293","2079","2079","2079","0.000037979717","0.000037979717","0.000037979717","2079","2079","2079","0.00005447284","0.00005447284","0.00005447284","2079","2079","2079","0.000047195812","0.000047195812","0.000047195812","2079","2079","2079","0.00002785786","0.00002785786","0.00002785786","2079","2079","2079","0.0023400767","0.0023400767","0.0023400767","2079","2079","2079","0.00007103805","0.00007103805","0.00007103805","2079","2079","2079","0.000636526","0.000636526","0.000636526"
"12550","2088","2088","2088","0.00010267682","0.00010267682","0.00010267682","2088","2088","2088","0.00030640917","0.00030640917","0.00030640917","2088","2088","2088","0.000039444","0.000039444","0.000039444","2088","2088","2088","0.000035946963","0.000035946963","0.000035946963","2088","2088","2088","0.00004861976","0.00004861976","0.00004861976","2088","2088","2088","0.0000379639","0.0000379639","0.0000379639","2088","2088","2088","0.000047388516","0.000047388516","0.000047388516","2088","2088","2088","0.000092195805","0.000092195805","0.000092195805","2088","2088","2088","0.000044159227","0.000044159227","0.000044159227","2088","2088","2088","0.00003602049","0.00003602049","0.00003602049"
"12600","2097","2097","2097","0.00008085401","0.00008085401","0.00008085401","2097","2097","2097","0.000073075294","0.000073075294","0.000073075294","2097","2097","2097","0.00008629325","0.00008629325","0.00008629325","2097","2097","2097","0.00004771183","0.00004771183","0.00004771183","2097","2097","2097","0.000051303723","0.000051303723","0.000051303723","2097","2097","2097","0.000051674375","0.000051674375","0.000051674375","2097","2097","2097","0.00003957711","0.00003957711","0.00003957711","2097","2097","2097","0.0020527167","0.0020527167","0.0020527167","2097","2097","2097","0.000057546593","0.000057546593","0.000057546593","2097","2097","2097","0.00006497753","0.00006497753","0.00006497753"
"12650","2107","2107","2107","0.000060660237","0.000060660237","0.000060660237","2107","2107","2107","0.000066150795","0.000066150795","0.000066150795","2107","2107","2107","0.000045472458","0.000045472458","0.000045472458","2107","2107","2107","0.00007474354","0.00007474354","0.00007474354","2107","2107","2107","0.000049939426","0.000049939426","0.000049939426","2107","2107","2107","0.00024212984","0.00024212984","0.00024212984","2107","2107","2107","0.000027645912","0.000027645912","0.000027645912","2107","2107","2107","0.000045709436","0.000045709436","0.000045709436","2107","2107","2107","0.000036682453","0.000036682453","0.000036682453","2107","2107","2107","0.00018279406","0.00018279406","0.00018279406"
"12700","2116","2116","2116","0.000054314427","0.000054314427","0.000054314427","2116","2116","2116","0.00018572008","0.00018572008","0.00018572008","2116","2116","2116","0.00004810997","0.00004810997","0.00004810997","2116","2116","2116","0.00010186174","0.00010186174","0.00010186174","2116","2116","2116","0.00022933389","0.00022933389","0.00022933389","2116","2116","2116","0.0011115998","0.0011115998","0.0011115998","2116","2116","2116","0.00003447605","0.00003447605","0.00003447605","2116","2116","2116","0.00006531029","0.00006531029","0.00006531029","2116","2116","2116","0.00005222186","0.00005222186","0.00005222186","2116","2116","2116","0.00003929923","0.00003929923","0.00003929923"
"12750","2125","2125","2125","0.00006331493","0.00006331493","0.00006331493","2125","2125","2125","0.000066591005","0.000066591005","0.000066591005","2125","2125","2125","0.00002741915","0.00002741915","0.00002741915","2125","2125","2125","0.00005200875","0.00005200875","0.00005200875","2125","2125","2125","0.00014098907","0.00014098907","0.00014098907","2125","2125","2125","0.00011517838","0.00011517838","0.00011517838","2125","2125","2125","0.000028357093","0.000028357093","0.000028357093","2125","2125","2125","0.000033482735","0.000033482735","0.000033482735","2125","2125","2125","0.000035501966","0.000035501966","0.000035501966","2125","2125","2125","0.00010760439","0.00010760439","0.00010760439"
"12800","2134","2134","2134","0.000058937585","0.000058937585","0.000058937585","2134","2134","2134","0.000057211273","0.000057211273","0.000057211273","2134","2134","2134","0.0010291288","0.0010291288","0.0010291288","2134","2134","2134","0.000048715345","0.000048715345","0.000048715345","2134","2134","2134","0.00005019304","0.00005019304","0.00005019304","2134","2134","2134","0.00008988466","0.00008988466","0.00008988466","2134","2134","2134","0.000028039489","0.000028039489","0.000028039489","2134","2134","2134","0.000056589637","0.000056589637","0.000056589637","2134","2134","2134","0.000054669315","0.000054669315","0.000054669315","2134","2134","2134","0.00012020887","0.00012020887","0.00012020887"
"12850","2144","2144","2144","0.000057865866","0.000057865866","0.000057865866","2144","2144","2144","0.00007500389","0.00007500389","0.00007500389","2144","2144","2144","0.00003303769","0.00003303769","0.00003303769","2144","2144","2144","0.000047721296","0.000047721296","0.000047721296","2144","2144","2144","0.000029323255","0.000029323255","0.000029323255","2144","2144","2144","0.0011268329","0.0011268329","0.0011268329","2144","2144","2144","0.00007059211","0.00007059211","0.00007059211","2144","2144","2144","0.00097512256","0.00097512256","0.00097512256","2144","2144","2144","0.00003608","0.00003608","0.00003608","2144","2144","2144","0.000076856144","0.000076856144","0.000076856144"
"12900","2153","2153","2153","0.00006588531","0.00006588531","0.00006588531","2153","2153","2153","0.00007540143","0.00007540143","0.00007540143","2153","2153","2153","0.00005517545","0.00005517545","0.00005517545","2153","2153","2153","0.00011893762","0.00011893762","0.00011893762","2153","2153","2153","0.000046979392","0.000046979392","0.000046979392","2153","2153","2153","0.00033713086","0.00033713086","0.00033713086","2153","2153","2153","0.000033901604","0.000033901604","0.000033901604","2153","2153","2153","0.00069516216","0.00069516216","0.00069516216","2153","2153","2153","0.000043163596","0.000043163596","0.000043163596","2153","2153","2153","0.0009488616","0.0009488616","0.0009488616"
"12950","2162","2162","2162","0.000085161664","0.000085161664","0.000085161664","2162","2162","2162","0.00008925467","0.00008925467","0.00008925467","2162","2162","2162","0.000036357138","0.000036357138","0.000036357138","2162","2162","2162","0.000093836396","0.000093836396","0.000093836396","2162","2162","2162","0.000042159525","0.000042159525","0.000042159525","2162","2162","2162","0.000100858044","0.000100858044","0.000100858044","2162","2162","2162","0.00012915136","0.00012915136","0.00012915136","2162","2162","2162","0.00070365745","0.00070365745","0.00070365745","2162","2162","2162","0.00004222492","0.00004222492","0.00004222492","2162","2162","2162","0.0008684166","0.0008684166","0.0008684166"
"13000","2171","2171","2171","0.000064644046","0.000064644046","0.000064644046","2171","2171","2171","0.00006332025","0.00006332025","0.00006332025","2171","2171","2171","0.00012836365","0.00012836365","0.00012836365","2171","2171","2171","0.000044423716","0.000044423716","0.000044423716","2171","2171","2171","0.0011091054","0.0011091054","0.0011091054","2171","2171","2171","0.00007671982","0.00007671982","0.00007671982","2171","2171","2171","0.000039025028","0.000039025028","0.000039025028","2171","2171","2171","0.00004415195","0.00004415195","0.00004415195","2171","2171","2171","0.000037973383","0.000037973383","0.000037973383","2171","2171","2171","0.00007469734","0.00007469734","0.00007469734"
"13050","2189","2189","2189","0.00007455709","0.00007455709","0.00007455709","2189","2189","2189","0.000069219706","0.000069219706","0.000069219706","2189","2189","2189","0.0027628613","0.0027628613","0.0027628613","2189","2189","2189","0.00013612736","0.00013612736","0.00013612736","2189","2189","2189","0.000049964598","0.000049964598","0.000049964598","2189","2189","2189","0.00011080636","0.00011080636","0.00011080636","2189","2189","2189","0.000048109196","0.000048109196","0.000048109196","2189","2189","2189","0.000056809873","0.000056809873","0.000056809873","2189","2189","2189","0.000060449885","0.000060449885","0.000060449885","2189","2189","2189","0.00016527442","0.00016527442","0.00016527442"
"13100","2198","2198","2198","0.000120309865","0.000120309865","0.000120309865","2198","2198","2198","0.00006527588","0.00006527588","0.00006527588","2198","2198","2198","0.00008163943","0.00008163943","0.00008163943","2198","2198","2198","0.000042365908","0.000042365908","0.000042365908","2198","2198","2198","0.000052345575","0.000052345575","0.000052345575","2198","2198","2198","0.00006455611","0.00006455611","0.00006455611","2198","2198","2198","0.00004547335","0.00004547335","0.00004547335","2198","2198","2198","0.00003217962","0.00003217962","0.00003217962","2198","2198","2198","0.000032932257","0.000032932257","0.000032932257","2198","2198","2198","0.00012705871","0.00012705871","0.00012705871"
"13150","2207","2207","2207","0.000059420105","0.000059420105","0.000059420105","2207","2207","2207","0.00045847564","0.00045847564","0.00045847564","2207","2207","2207","0.00003054035","0.00003054035","0.00003054035","2207","2207","2207","0.000047221074","0.000047221074","0.000047221074","2207","2207","2207","0.000064912114","0.000064912114","0.000064912114","2207","2207","2207","0.0019290585","0.0019290585","0.0019290585","2207","2207","2207","0.00017126459","0.00017126459","0.00017126459","2207","2207","2207","0.0006533853","0.0006533853","0.0006533853","2207","2207","2207","0.00008592346","0.00008592346","0.00008592346","2207","2207","2207","0.00078527554","0.00078527554","0.00078527554"
"13200","2216","2216","2216","0.00003886106","0.00003886106","0.00003886106","2216","2216","2216","0.00008173453","0.00008173453","0.00008173453","2216","2216","2216","0.000049620645","0.000049620645","0.000049620645","2216","2216","2216","0.00007246432","0.00007246432","0.00007246432","2216","2216","2216","0.00004992119","0.00004992119","0.00004992119","2216","2216","2216","0.00009651306","0.00009651306","0.00009651306","2216","2216","2216","0.00006671669","0.00006671669","0.00006671669","2216","2216","2216","0.0009429909","0.0009429909","0.0009429909","2216","2216","2216","0.00003623683","0.00003623683","0.00003623683","2216","2216","2216","0.00005212169","0.00005212169","0.00005212169"
"13250","2226","2226","2226","0.00004539555","0.00004539555","0.00004539555","2226","2226","2226","0.0003011279","0.0003011279","0.0003011279","2226","2226","2226","0.000040060077","0.000040060077","0.000040060077","2226","2226","2226","0.00004953775","0.00004953775","0.00004953775","2226","2226","2226","0.00006765118","0.00006765118","0.00006765118","2226","2226","2226","0.00005199703","0.00005199703","0.00005199703","2226","2226","2226","0.0010394797","0.0010394797","0.0010394797","2226","2226","2226","0.000026647509","0.000026647509","0.000026647509","2226","2226","2226","0.000041384086","0.000041384086","0.000041384086","2226","2226","2226","0.00013026","0.00013026","0.00013026"
"13300","2235","2235","2235","0.00006728161","0.00006728161","0.00006728161","2235","2235","2235","0.00006593822","0.00006593822","0.00006593822","2235","2235","2235","0.00016714462","0.00016714462","0.00016714462","2235","2235","2235","0.000049483206","0.000049483206","0.000049483206","2235","2235","2235","0.00031444526","0.00031444526","0.00031444526","2235","2235","2235","0.000054101718","0.000054101718","0.000054101718","2235","2235","2235","0.000032505726","0.000032505726","0.000032505726","2235","2235","2235","0.000054069475","0.000054069475","0.000054069475","2235","2235","2235","0.00005371534","0.00005371534","0.00005371534","2235","2235","2235","0.000070707596","0.000070707596","0.000070707596"
"13350","2244","2244","2244","0.000047682406","0.000047682406","0.000047682406","2244","2244","2244","0.000061067876","0.000061067876","0.000061067876","2244","2244","2244","0.000058377773","0.000058377773","0.000058377773","2244","2244","2244","0.0000471842","0.0000471842","0.0000471842","2244","2244","2244","0.000049467766","0.000049467766","0.000049467766","2244","2244","2244","0.00005496926","0.00005496926","0.00005496926","2244","2244","2244","0.00090234226","0.00090234226","0.00090234226","2244","2244","2244","0.000041423402","0.000041423402","0.000041423402","2244","2244","2244","0.000052446507","0.000052446507","0.000052446507","2244","2244","2244","0.000062692285","0.000062692285","0.000062692285"
"13400","2253","2253","2253","0.00004512677","0.00004512677","0.00004512677","2253","2253","2253","0.000067494","0.000067494","0.000067494","2253","2253","2253","0.000039788873","0.000039788873","0.000039788873","2253","2253","2253","0.000045181456","0.000045181456","0.000045181456","2253","2253","2253","0.00005360203","0.00005360203","0.00005360203","2253","2253","2253","0.00005480927","0.00005480927","0.00005480927","2253","2253","2253","0.00006926489","0.00006926489","0.00006926489","2253","2253","2253","0.0002694063","0.0002694063","0.0002694063","2253","2253","2253","0.00003438793","0.00003438793","0.00003438793","2253","2253","2253","0.00007112831","0.00007112831","0.00007112831"
"13450","2263","2263","2263","0.000051910858","0.000051910858","0.000051910858","2263","2263","2263","0.000089506226","0.000089506226","0.000089506226","2263","2263","2263","0.00004232792","0.00004232792","0.00004232792","2263","2263","2263","0.00009941247","0.00009941247","0.00009941247","2263","2263","2263","0.000057178237","0.000057178237","0.000057178237","2263","2263","2263","0.0011042638","0.0011042638","0.0011042638","2263","2263","2263","0.00017911322","0.00017911322","0.00017911322","2263","2263","2263","0.000041172374","0.000041172374","0.000041172374","2263","2263","2263","0.00012475946","0.00012475946","0.00012475946","2263","2263","2263","0.0012157939","0.0012157939","0.0012157939"
