"global_step","MountainCarContinuous-v0_mpc_s4_1754939755 - _step","MountainCarContinuous-v0_mpc_s4_1754939755 - _step__MIN","MountainCarContinuous-v0_mpc_s4_1754939755 - _step__MAX","MountainCarContinuous-v0_mpc_s4_1754939755 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s4_1754939755 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s4_1754939755 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s9_1754939128 - _step","MountainCarContinuous-v0_mpc_s9_1754939128 - _step__MIN","MountainCarContinuous-v0_mpc_s9_1754939128 - _step__MAX","MountainCarContinuous-v0_mpc_s9_1754939128 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s9_1754939128 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s9_1754939128 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s8_1754938677 - _step","MountainCarContinuous-v0_mpc_s8_1754938677 - _step__MIN","MountainCarContinuous-v0_mpc_s8_1754938677 - _step__MAX","MountainCarContinuous-v0_mpc_s8_1754938677 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s8_1754938677 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s8_1754938677 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s7_1754938137 - _step","MountainCarContinuous-v0_mpc_s7_1754938137 - _step__MIN","MountainCarContinuous-v0_mpc_s7_1754938137 - _step__MAX","MountainCarContinuous-v0_mpc_s7_1754938137 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s7_1754938137 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s7_1754938137 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s6_1754937590 - _step","MountainCarContinuous-v0_mpc_s6_1754937590 - _step__MIN","MountainCarContinuous-v0_mpc_s6_1754937590 - _step__MAX","MountainCarContinuous-v0_mpc_s6_1754937590 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s6_1754937590 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s6_1754937590 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s5_1754937070 - _step","MountainCarContinuous-v0_mpc_s5_1754937070 - _step__MIN","MountainCarContinuous-v0_mpc_s5_1754937070 - _step__MAX","MountainCarContinuous-v0_mpc_s5_1754937070 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s5_1754937070 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s5_1754937070 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s3_1754933676 - _step","MountainCarContinuous-v0_mpc_s3_1754933676 - _step__MIN","MountainCarContinuous-v0_mpc_s3_1754933676 - _step__MAX","MountainCarContinuous-v0_mpc_s3_1754933676 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s3_1754933676 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s3_1754933676 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s2_1754933238 - _step","MountainCarContinuous-v0_mpc_s2_1754933238 - _step__MIN","MountainCarContinuous-v0_mpc_s2_1754933238 - _step__MAX","MountainCarContinuous-v0_mpc_s2_1754933238 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s2_1754933238 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s2_1754933238 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s1_1754932711 - _step","MountainCarContinuous-v0_mpc_s1_1754932711 - _step__MIN","MountainCarContinuous-v0_mpc_s1_1754932711 - _step__MAX","MountainCarContinuous-v0_mpc_s1_1754932711 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s1_1754932711 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s1_1754932711 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s0_1754932117 - _step","MountainCarContinuous-v0_mpc_s0_1754932117 - _step__MIN","MountainCarContinuous-v0_mpc_s0_1754932117 - _step__MAX","MountainCarContinuous-v0_mpc_s0_1754932117 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s0_1754932117 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s0_1754932117 - perf/planning_time_per_step__MAX"
"11300","1855","1855","1855","0.0040072547","0.0040072547","0.0040072547","1855","1855","1855","0.0043718945","0.0043718945","0.0043718945","1855","1855","1855","0.0041445214","0.0041445214","0.0041445214","1855","1855","1855","0.004313295","0.004313295","0.004313295","1855","1855","1855","0.0043452894","0.0043452894","0.0043452894","1855","1855","1855","0.0041114865","0.0041114865","0.0041114865","1855","1855","1855","0.004171153","0.004171153","0.004171153","1855","1855","1855","0.0041297916","0.0041297916","0.0041297916","1855","1855","1855","0.005200549","0.005200549","0.005200549","1855","1855","1855","0.004051811","0.004051811","0.004051811"
"11350","1864","1864","1864","0.004004077","0.004004077","0.004004077","1864","1864","1864","0.0041844742","0.0041844742","0.0041844742","1864","1864","1864","0.004223449","0.004223449","0.004223449","1864","1864","1864","0.0041931034","0.0041931034","0.0041931034","1864","1864","1864","0.0043594376","0.0043594376","0.0043594376","1864","1864","1864","0.004233754","0.004233754","0.004233754","1864","1864","1864","0.004134225","0.004134225","0.004134225","1864","1864","1864","0.004181905","0.004181905","0.004181905","1864","1864","1864","0.004148493","0.004148493","0.004148493","1864","1864","1864","0.004073764","0.004073764","0.004073764"
"11400","1873","1873","1873","0.004076365","0.004076365","0.004076365","1873","1873","1873","0.004283373","0.004283373","0.004283373","1873","1873","1873","0.0054084044","0.0054084044","0.0054084044","1873","1873","1873","0.0042447424","0.0042447424","0.0042447424","1873","1873","1873","0.004236364","0.004236364","0.004236364","1873","1873","1873","0.004186806","0.004186806","0.004186806","1873","1873","1873","0.0041304654","0.0041304654","0.0041304654","1873","1873","1873","0.0045710434","0.0045710434","0.0045710434","1873","1873","1873","0.0041491846","0.0041491846","0.0041491846","1873","1873","1873","0.004087845","0.004087845","0.004087845"
"11450","1883","1883","1883","0.0040590023","0.0040590023","0.0040590023","1883","1883","1883","0.004246203","0.004246203","0.004246203","1883","1883","1883","0.004173621","0.004173621","0.004173621","1883","1883","1883","0.004156481","0.004156481","0.004156481","1883","1883","1883","0.0042439033","0.0042439033","0.0042439033","1883","1883","1883","0.0041778525","0.0041778525","0.0041778525","1883","1883","1883","0.0042377086","0.0042377086","0.0042377086","1883","1883","1883","0.0040430785","0.0040430785","0.0040430785","1883","1883","1883","0.0041412753","0.0041412753","0.0041412753","1883","1883","1883","0.0041010454","0.0041010454","0.0041010454"
"11500","1892","1892","1892","0.0040515624","0.0040515624","0.0040515624","1892","1892","1892","0.0049325423","0.0049325423","0.0049325423","1892","1892","1892","0.004199887","0.004199887","0.004199887","1892","1892","1892","0.005498145","0.005498145","0.005498145","1892","1892","1892","0.004251051","0.004251051","0.004251051","1892","1892","1892","0.004268916","0.004268916","0.004268916","1892","1892","1892","0.0041239033","0.0041239033","0.0041239033","1892","1892","1892","0.004065364","0.004065364","0.004065364","1892","1892","1892","0.004147387","0.004147387","0.004147387","1892","1892","1892","0.00407266","0.00407266","0.00407266"
"11550","1901","1901","1901","0.0041331933","0.0041331933","0.0041331933","1901","1901","1901","0.004148467","0.004148467","0.004148467","1901","1901","1901","0.004135217","0.004135217","0.004135217","1901","1901","1901","0.0042006746","0.0042006746","0.0042006746","1901","1901","1901","0.0043966724","0.0043966724","0.0043966724","1901","1901","1901","0.004146195","0.004146195","0.004146195","1901","1901","1901","0.0041174362","0.0041174362","0.0041174362","1901","1901","1901","0.0042908457","0.0042908457","0.0042908457","1901","1901","1901","0.0042540557","0.0042540557","0.0042540557","1901","1901","1901","0.004180082","0.004180082","0.004180082"
"11600","1910","1910","1910","0.0041454444","0.0041454444","0.0041454444","1910","1910","1910","0.0041577932","0.0041577932","0.0041577932","1910","1910","1910","0.004134998","0.004134998","0.004134998","1910","1910","1910","0.004255792","0.004255792","0.004255792","1910","1910","1910","0.0050186026","0.0050186026","0.0050186026","1910","1910","1910","0.004151326","0.004151326","0.004151326","1910","1910","1910","0.004124547","0.004124547","0.004124547","1910","1910","1910","0.0042745783","0.0042745783","0.0042745783","1910","1910","1910","0.004148897","0.004148897","0.004148897","1910","1910","1910","0.0041220714","0.0041220714","0.0041220714"
"11650","1920","1920","1920","0.0040778024","0.0040778024","0.0040778024","1920","1920","1920","0.0041387198","0.0041387198","0.0041387198","1920","1920","1920","0.0041387794","0.0041387794","0.0041387794","1920","1920","1920","0.004195359","0.004195359","0.004195359","1920","1920","1920","0.0041343626","0.0041343626","0.0041343626","1920","1920","1920","0.004261254","0.004261254","0.004261254","1920","1920","1920","0.0043654926","0.0043654926","0.0043654926","1920","1920","1920","0.004165357","0.004165357","0.004165357","1920","1920","1920","0.004164191","0.004164191","0.004164191","1920","1920","1920","0.004217511","0.004217511","0.004217511"
"11700","1929","1929","1929","0.0040601054","0.0040601054","0.0040601054","1929","1929","1929","0.00415393","0.00415393","0.00415393","1929","1929","1929","0.0056108497","0.0056108497","0.0056108497","1929","1929","1929","0.0043205963","0.0043205963","0.0043205963","1929","1929","1929","0.004140278","0.004140278","0.004140278","1929","1929","1929","0.0042002355","0.0042002355","0.0042002355","1929","1929","1929","0.0041310443","0.0041310443","0.0041310443","1929","1929","1929","0.0041796025","0.0041796025","0.0041796025","1929","1929","1929","0.0041307253","0.0041307253","0.0041307253","1929","1929","1929","0.004173268","0.004173268","0.004173268"
"11750","1938","1938","1938","0.004073075","0.004073075","0.004073075","1938","1938","1938","0.0041429065","0.0041429065","0.0041429065","1938","1938","1938","0.0042024856","0.0042024856","0.0042024856","1938","1938","1938","0.004251872","0.004251872","0.004251872","1938","1938","1938","0.0041409517","0.0041409517","0.0041409517","1938","1938","1938","0.0041560964","0.0041560964","0.0041560964","1938","1938","1938","0.004131728","0.004131728","0.004131728","1938","1938","1938","0.0041247336","0.0041247336","0.0041247336","1938","1938","1938","0.004223777","0.004223777","0.004223777","1938","1938","1938","0.0041888566","0.0041888566","0.0041888566"
"11800","1947","1947","1947","0.0040983376","0.0040983376","0.0040983376","1947","1947","1947","0.004129917","0.004129917","0.004129917","1947","1947","1947","0.0041556316","0.0041556316","0.0041556316","1947","1947","1947","0.004248464","0.004248464","0.004248464","1947","1947","1947","0.0042192396","0.0042192396","0.0042192396","1947","1947","1947","0.004144214","0.004144214","0.004144214","1947","1947","1947","0.0041339286","0.0041339286","0.0041339286","1947","1947","1947","0.0041410667","0.0041410667","0.0041410667","1947","1947","1947","0.004139202","0.004139202","0.004139202","1947","1947","1947","0.0042105597","0.0042105597","0.0042105597"
"11850","1957","1957","1957","0.0042175036","0.0042175036","0.0042175036","1957","1957","1957","0.0042278757","0.0042278757","0.0042278757","1958","1958","1958","0.004233556","0.004233556","0.004233556","1957","1957","1957","0.004202445","0.004202445","0.004202445","1957","1957","1957","0.004284458","0.004284458","0.004284458","1957","1957","1957","0.0041651134","0.0041651134","0.0041651134","1957","1957","1957","0.0045283027","0.0045283027","0.0045283027","1957","1957","1957","0.0041377586","0.0041377586","0.0041377586","1957","1957","1957","0.004129926","0.004129926","0.004129926","1957","1957","1957","0.0041965316","0.0041965316","0.0041965316"
"11900","1966","1966","1966","0.004154393","0.004154393","0.004154393","1966","1966","1966","0.005271516","0.005271516","0.005271516","1967","1967","1967","0.0040904824","0.0040904824","0.0040904824","1966","1966","1966","0.0044636508","0.0044636508","0.0044636508","1966","1966","1966","0.0042315577","0.0042315577","0.0042315577","1966","1966","1966","0.0041343113","0.0041343113","0.0041343113","1966","1966","1966","0.004085354","0.004085354","0.004085354","1966","1966","1966","0.0041890363","0.0041890363","0.0041890363","1966","1966","1966","0.0041266647","0.0041266647","0.0041266647","1966","1966","1966","0.004173732","0.004173732","0.004173732"
"11950","1975","1975","1975","0.004092881","0.004092881","0.004092881","1975","1975","1975","0.0044685304","0.0044685304","0.0044685304","1976","1976","1976","0.0047043655","0.0047043655","0.0047043655","1975","1975","1975","0.00420544","0.00420544","0.00420544","1975","1975","1975","0.0045290003","0.0045290003","0.0045290003","1975","1975","1975","0.0040728715","0.0040728715","0.0040728715","1975","1975","1975","0.004058678","0.004058678","0.004058678","1975","1975","1975","0.0041309157","0.0041309157","0.0041309157","1975","1975","1975","0.004281523","0.004281523","0.004281523","1975","1975","1975","0.0041211126","0.0041211126","0.0041211126"
"12000","1984","1984","1984","0.0040371986","0.0040371986","0.0040371986","1984","1984","1984","0.0041401833","0.0041401833","0.0041401833","1985","1985","1985","0.0041715023","0.0041715023","0.0041715023","1984","1984","1984","0.0042809728","0.0042809728","0.0042809728","1984","1984","1984","0.0041558943","0.0041558943","0.0041558943","1984","1984","1984","0.004079005","0.004079005","0.004079005","1984","1984","1984","0.004033383","0.004033383","0.004033383","1984","1984","1984","0.004635507","0.004635507","0.004635507","1984","1984","1984","0.004144064","0.004144064","0.004144064","1984","1984","1984","0.004112722","0.004112722","0.004112722"
"12001","1993","1993","1993","0.0040523047","0.0040523047","0.0040523047","1993","1993","1993","0.0041558873","0.0041558873","0.0041558873","1993","1993","1993","0.0041908263","0.0041908263","0.0041908263","1993","1993","1993","0.0043133926","0.0043133926","0.0043133926","1993","1993","1993","0.004166521","0.004166521","0.004166521","1993","1993","1993","0.0040900894","0.0040900894","0.0040900894","1993","1993","1993","0.00406208","0.00406208","0.00406208","1993","1993","1993","0.004655128","0.004655128","0.004655128","1993","1993","1993","0.0041549695","0.0041549695","0.0041549695","1993","1993","1993","0.00414278","0.00414278","0.00414278"
"12050","2002","2002","2002","0.0040469826","0.0040469826","0.0040469826","2002","2002","2002","0.0042727413","0.0042727413","0.0042727413","2002","2002","2002","0.0042518214","0.0042518214","0.0042518214","2002","2002","2002","0.004207483","0.004207483","0.004207483","2002","2002","2002","0.0041540633","0.0041540633","0.0041540633","2002","2002","2002","0.0041804016","0.0041804016","0.0041804016","2002","2002","2002","0.00410533","0.00410533","0.00410533","2002","2002","2002","0.004138621","0.004138621","0.004138621","2002","2002","2002","0.0041284133","0.0041284133","0.0041284133","2002","2002","2002","0.0040589934","0.0040589934","0.0040589934"
"12100","2011","2011","2011","0.0040714494","0.0040714494","0.0040714494","2011","2011","2011","0.00448316","0.00448316","0.00448316","2011","2011","2011","0.004267784","0.004267784","0.004267784","2011","2011","2011","0.004162843","0.004162843","0.004162843","2011","2011","2011","0.0041886903","0.0041886903","0.0041886903","2011","2011","2011","0.004992216","0.004992216","0.004992216","2011","2011","2011","0.0040753707","0.0040753707","0.0040753707","2011","2011","2011","0.0041885623","0.0041885623","0.0041885623","2011","2011","2011","0.0041417326","0.0041417326","0.0041417326","2011","2011","2011","0.004064466","0.004064466","0.004064466"
"12150","2020","2020","2020","0.004052105","0.004052105","0.004052105","2020","2020","2020","0.0041575385","0.0041575385","0.0041575385","2020","2020","2020","0.004365099","0.004365099","0.004365099","2020","2020","2020","0.0044202167","0.0044202167","0.0044202167","2020","2020","2020","0.0042316616","0.0042316616","0.0042316616","2020","2020","2020","0.004155591","0.004155591","0.004155591","2020","2020","2020","0.004138469","0.004138469","0.004138469","2020","2020","2020","0.00408675","0.00408675","0.00408675","2020","2020","2020","0.0041261422","0.0041261422","0.0041261422","2020","2020","2020","0.004067145","0.004067145","0.004067145"
"12200","2029","2029","2029","0.0040765265","0.0040765265","0.0040765265","2029","2029","2029","0.00420051","0.00420051","0.00420051","2029","2029","2029","0.004455264","0.004455264","0.004455264","2029","2029","2029","0.004262966","0.004262966","0.004262966","2029","2029","2029","0.004243366","0.004243366","0.004243366","2029","2029","2029","0.0042002182","0.0042002182","0.0042002182","2029","2029","2029","0.004117829","0.004117829","0.004117829","2029","2029","2029","0.0040834914","0.0040834914","0.0040834914","2029","2029","2029","0.0041482523","0.0041482523","0.0041482523","2029","2029","2029","0.0040558223","0.0040558223","0.0040558223"
"12250","2039","2039","2039","0.004141113","0.004141113","0.004141113","2039","2039","2039","0.004149617","0.004149617","0.004149617","2039","2039","2039","0.004276608","0.004276608","0.004276608","2039","2039","2039","0.0042604613","0.0042604613","0.0042604613","2039","2039","2039","0.0042327326","0.0042327326","0.0042327326","2039","2039","2039","0.004138697","0.004138697","0.004138697","2039","2039","2039","0.00404448","0.00404448","0.00404448","2039","2039","2039","0.0042308215","0.0042308215","0.0042308215","2039","2039","2039","0.0041310377","0.0041310377","0.0041310377","2039","2039","2039","0.0040487046","0.0040487046","0.0040487046"
"12300","2048","2048","2048","0.0040968736","0.0040968736","0.0040968736","2048","2048","2048","0.004156048","0.004156048","0.004156048","2048","2048","2048","0.0045244284","0.0045244284","0.0045244284","2048","2048","2048","0.0042426856","0.0042426856","0.0042426856","2048","2048","2048","0.0042201425","0.0042201425","0.0042201425","2048","2048","2048","0.0041806223","0.0041806223","0.0041806223","2048","2048","2048","0.00404053","0.00404053","0.00404053","2048","2048","2048","0.004275351","0.004275351","0.004275351","2048","2048","2048","0.0042127296","0.0042127296","0.0042127296","2048","2048","2048","0.004058845","0.004058845","0.004058845"
"12350","2057","2057","2057","0.0039921515","0.0039921515","0.0039921515","2057","2057","2057","0.0042136926","0.0042136926","0.0042136926","2057","2057","2057","0.0046004937","0.0046004937","0.0046004937","2057","2057","2057","0.004197272","0.004197272","0.004197272","2057","2057","2057","0.004216945","0.004216945","0.004216945","2057","2057","2057","0.004315609","0.004315609","0.004315609","2057","2057","2057","0.0041452595","0.0041452595","0.0041452595","2057","2057","2057","0.0041416776","0.0041416776","0.0041416776","2057","2057","2057","0.0041195382","0.0041195382","0.0041195382","2057","2057","2057","0.0041241758","0.0041241758","0.0041241758"
"12400","2066","2066","2066","0.004112199","0.004112199","0.004112199","2066","2066","2066","0.004179822","0.004179822","0.004179822","2066","2066","2066","0.004185083","0.004185083","0.004185083","2066","2066","2066","0.0041945633","0.0041945633","0.0041945633","2066","2066","2066","0.004201777","0.004201777","0.004201777","2066","2066","2066","0.004221349","0.004221349","0.004221349","2066","2066","2066","0.004141049","0.004141049","0.004141049","2066","2066","2066","0.0041349316","0.0041349316","0.0041349316","2066","2066","2066","0.0042418907","0.0042418907","0.0042418907","2066","2066","2066","0.0041282824","0.0041282824","0.0041282824"
"12450","2076","2076","2076","0.0040640454","0.0040640454","0.0040640454","2076","2076","2076","0.0042173895","0.0042173895","0.0042173895","2076","2076","2076","0.004099596","0.004099596","0.004099596","2076","2076","2076","0.0041694413","0.0041694413","0.0041694413","2076","2076","2076","0.004174151","0.004174151","0.004174151","2076","2076","2076","0.004228621","0.004228621","0.004228621","2076","2076","2076","0.0041536028","0.0041536028","0.0041536028","2076","2076","2076","0.0040919418","0.0040919418","0.0040919418","2076","2076","2076","0.0040999684","0.0040999684","0.0040999684","2076","2076","2076","0.0041134893","0.0041134893","0.0041134893"
"12500","2085","2085","2085","0.004043104","0.004043104","0.004043104","2085","2085","2085","0.004146326","0.004146326","0.004146326","2085","2085","2085","0.004103324","0.004103324","0.004103324","2085","2085","2085","0.0041677565","0.0041677565","0.0041677565","2085","2085","2085","0.004311241","0.004311241","0.004311241","2085","2085","2085","0.004370008","0.004370008","0.004370008","2085","2085","2085","0.004131888","0.004131888","0.004131888","2085","2085","2085","0.0040548877","0.0040548877","0.0040548877","2085","2085","2085","0.004089191","0.004089191","0.004089191","2085","2085","2085","0.0041213334","0.0041213334","0.0041213334"
"12550","2094","2094","2094","0.004033397","0.004033397","0.004033397","2094","2094","2094","0.0041288747","0.0041288747","0.0041288747","2094","2094","2094","0.004270948","0.004270948","0.004270948","2094","2094","2094","0.004491857","0.004491857","0.004491857","2094","2094","2094","0.004378619","0.004378619","0.004378619","2094","2094","2094","0.004189388","0.004189388","0.004189388","2094","2094","2094","0.0041535744","0.0041535744","0.0041535744","2094","2094","2094","0.004068817","0.004068817","0.004068817","2094","2094","2094","0.004111513","0.004111513","0.004111513","2094","2094","2094","0.004118045","0.004118045","0.004118045"
"12600","2103","2103","2103","0.004058412","0.004058412","0.004058412","2103","2103","2103","0.004143305","0.004143305","0.004143305","2103","2103","2103","0.0041855276","0.0041855276","0.0041855276","2103","2103","2103","0.004186735","0.004186735","0.004186735","2103","2103","2103","0.004323762","0.004323762","0.004323762","2103","2103","2103","0.0042669824","0.0042669824","0.0042669824","2103","2103","2103","0.004206862","0.004206862","0.004206862","2103","2103","2103","0.0040385067","0.0040385067","0.0040385067","2103","2103","2103","0.004247196","0.004247196","0.004247196","2103","2103","2103","0.0041426453","0.0041426453","0.0041426453"
"12650","2113","2113","2113","0.0040602423","0.0040602423","0.0040602423","2113","2113","2113","0.0041459966","0.0041459966","0.0041459966","2113","2113","2113","0.0041829464","0.0041829464","0.0041829464","2113","2113","2113","0.004217842","0.004217842","0.004217842","2113","2113","2113","0.004202218","0.004202218","0.004202218","2113","2113","2113","0.004185883","0.004185883","0.004185883","2113","2113","2113","0.0041180993","0.0041180993","0.0041180993","2113","2113","2113","0.0041767126","0.0041767126","0.0041767126","2113","2113","2113","0.0041723778","0.0041723778","0.0041723778","2113","2113","2113","0.0041097794","0.0041097794","0.0041097794"
"12700","2122","2122","2122","0.004093982","0.004093982","0.004093982","2122","2122","2122","0.0041414113","0.0041414113","0.0041414113","2122","2122","2122","0.0042748544","0.0042748544","0.0042748544","2122","2122","2122","0.00428547","0.00428547","0.00428547","2122","2122","2122","0.004417754","0.004417754","0.004417754","2122","2122","2122","0.004184953","0.004184953","0.004184953","2122","2122","2122","0.004289696","0.004289696","0.004289696","2122","2122","2122","0.0041270535","0.0041270535","0.0041270535","2122","2122","2122","0.0041365973","0.0041365973","0.0041365973","2122","2122","2122","0.0041468805","0.0041468805","0.0041468805"
"12750","2131","2131","2131","0.004136943","0.004136943","0.004136943","2131","2131","2131","0.0043004365","0.0043004365","0.0043004365","2131","2131","2131","0.0054977653","0.0054977653","0.0054977653","2131","2131","2131","0.0042058295","0.0042058295","0.0042058295","2131","2131","2131","0.004206534","0.004206534","0.004206534","2131","2131","2131","0.004161388","0.004161388","0.004161388","2131","2131","2131","0.0044852654","0.0044852654","0.0044852654","2131","2131","2131","0.0040702582","0.0040702582","0.0040702582","2131","2131","2131","0.0041311006","0.0041311006","0.0041311006","2131","2131","2131","0.0041051875","0.0041051875","0.0041051875"
"12800","2140","2140","2140","0.0041046045","0.0041046045","0.0041046045","2140","2140","2140","0.0042028427","0.0042028427","0.0042028427","2140","2140","2140","0.004199064","0.004199064","0.004199064","2140","2140","2140","0.0041945493","0.0041945493","0.0041945493","2140","2140","2140","0.004181348","0.004181348","0.004181348","2140","2140","2140","0.004191758","0.004191758","0.004191758","2140","2140","2140","0.0042072283","0.0042072283","0.0042072283","2140","2140","2140","0.004070457","0.004070457","0.004070457","2140","2140","2140","0.0042726435","0.0042726435","0.0042726435","2140","2140","2140","0.004216328","0.004216328","0.004216328"
"12850","2150","2150","2150","0.004065354","0.004065354","0.004065354","2150","2150","2150","0.0041853306","0.0041853306","0.0041853306","2150","2150","2150","0.0041944464","0.0041944464","0.0041944464","2150","2150","2150","0.004591935","0.004591935","0.004591935","2150","2150","2150","0.004181072","0.004181072","0.004181072","2150","2150","2150","0.0042649964","0.0042649964","0.0042649964","2150","2150","2150","0.0041375495","0.0041375495","0.0041375495","2150","2150","2150","0.0041479934","0.0041479934","0.0041479934","2150","2150","2150","0.0041783117","0.0041783117","0.0041783117","2150","2150","2150","0.004156767","0.004156767","0.004156767"
"12900","2159","2159","2159","0.0040705176","0.0040705176","0.0040705176","2159","2159","2159","0.0041073128","0.0041073128","0.0041073128","2159","2159","2159","0.0041924817","0.0041924817","0.0041924817","2159","2159","2159","0.0041614287","0.0041614287","0.0041614287","2159","2159","2159","0.0041740807","0.0041740807","0.0041740807","2159","2159","2159","0.0041067544","0.0041067544","0.0041067544","2159","2159","2159","0.004157233","0.004157233","0.004157233","2159","2159","2159","0.004162037","0.004162037","0.004162037","2159","2159","2159","0.0040874616","0.0040874616","0.0040874616","2159","2159","2159","0.004166168","0.004166168","0.004166168"
"12950","2168","2168","2168","0.0040338384","0.0040338384","0.0040338384","2168","2168","2168","0.004106091","0.004106091","0.004106091","2168","2168","2168","0.0046868","0.0046868","0.0046868","2168","2168","2168","0.004177286","0.004177286","0.004177286","2168","2168","2168","0.0045867837","0.0045867837","0.0045867837","2168","2168","2168","0.0041546104","0.0041546104","0.0041546104","2168","2168","2168","0.0042818356","0.0042818356","0.0042818356","2168","2168","2168","0.004114942","0.004114942","0.004114942","2168","2168","2168","0.004068317","0.004068317","0.004068317","2168","2168","2168","0.0041069193","0.0041069193","0.0041069193"
"13000","2177","2177","2177","0.0040686233","0.0040686233","0.0040686233","2177","2177","2177","0.0040937676","0.0040937676","0.0040937676","2177","2177","2177","0.0041737384","0.0041737384","0.0041737384","2177","2177","2177","0.004174633","0.004174633","0.004174633","2177","2177","2177","0.0042440677","0.0042440677","0.0042440677","2177","2177","2177","0.0041178972","0.0041178972","0.0041178972","2177","2177","2177","0.004495054","0.004495054","0.004495054","2177","2177","2177","0.004094155","0.004094155","0.004094155","2177","2177","2177","0.0040808246","0.0040808246","0.0040808246","2177","2177","2177","0.004140383","0.004140383","0.004140383"
"13001","2186","2186","2186","0.004086531","0.004086531","0.004086531","2186","2186","2186","0.00410648","0.00410648","0.00410648","2186","2186","2186","0.004217178","0.004217178","0.004217178","2186","2186","2186","0.0041910675","0.0041910675","0.0041910675","2186","2186","2186","0.0042490005","0.0042490005","0.0042490005","2186","2186","2186","0.004127666","0.004127666","0.004127666","2186","2186","2186","0.004480414","0.004480414","0.004480414","2186","2186","2186","0.0041145785","0.0041145785","0.0041145785","2186","2186","2186","0.004096922","0.004096922","0.004096922","2186","2186","2186","0.0041650017","0.0041650017","0.0041650017"
"13050","2195","2195","2195","0.0041693947","0.0041693947","0.0041693947","2195","2195","2195","0.00413904","0.00413904","0.00413904","2195","2195","2195","0.004340748","0.004340748","0.004340748","2195","2195","2195","0.004170227","0.004170227","0.004170227","2195","2195","2195","0.004221419","0.004221419","0.004221419","2195","2195","2195","0.0052624918","0.0052624918","0.0052624918","2195","2195","2195","0.00417721","0.00417721","0.00417721","2195","2195","2195","0.004227624","0.004227624","0.004227624","2195","2195","2195","0.004088201","0.004088201","0.004088201","2195","2195","2195","0.0042062956","0.0042062956","0.0042062956"
"13100","2204","2204","2204","0.003999493","0.003999493","0.003999493","2204","2204","2204","0.005338957","0.005338957","0.005338957","2204","2204","2204","0.004264227","0.004264227","0.004264227","2204","2204","2204","0.0041708834","0.0041708834","0.0041708834","2204","2204","2204","0.0043648956","0.0043648956","0.0043648956","2204","2204","2204","0.0041578244","0.0041578244","0.0041578244","2204","2204","2204","0.0041410853","0.0041410853","0.0041410853","2204","2204","2204","0.004227296","0.004227296","0.004227296","2204","2204","2204","0.004194058","0.004194058","0.004194058","2204","2204","2204","0.004158974","0.004158974","0.004158974"
"13150","2213","2213","2213","0.0041154996","0.0041154996","0.0041154996","2213","2213","2213","0.004080632","0.004080632","0.004080632","2213","2213","2213","0.0049634078","0.0049634078","0.0049634078","2213","2213","2213","0.0041653547","0.0041653547","0.0041653547","2213","2213","2213","0.0042444454","0.0042444454","0.0042444454","2213","2213","2213","0.00416952","0.00416952","0.00416952","2213","2213","2213","0.0041318443","0.0041318443","0.0041318443","2213","2213","2213","0.0042384416","0.0042384416","0.0042384416","2213","2213","2213","0.0041170456","0.0041170456","0.0041170456","2213","2213","2213","0.004133407","0.004133407","0.004133407"
